"Year","Site","Treatment","Block","Plot","Species","Rel.cover","Accepted Latin Name or category"
2018,06MAT,CT,4,2,Sal ret,1.0,Salix reticulata 
2018,06MAT,CT,4,4,Sal ret,1.1,Salix reticulata 
2018,06MAT,CT,4,5,Sal ret,1.1,Salix reticulata 
2018,06MAT,CT,4,6,Sal ret,0.5,Salix reticulata 
2018,06MAT,CT,4,7,Sal ret,3.7,Salix reticulata 
2018,06MAT,CT,4,8,Sal ret,3.8,Salix reticulata 
2020,06MAT,CT,4,1,Sal ret,1.5,Salix reticulata 
2020,06MAT,CT,4,2,Sal ret,0.5,Salix reticulata 
2020,06MAT,CT,4,4,Sal ret,1.8,Salix reticulata 
2020,06MAT,CT,4,5,Sal ret,7.0,Salix reticulata 
2013,06MAT,CT,3,6,Sau ang,0.9,Saussurea angustifolia
2013,06MAT,F10,3,1,Sau ang,4.5,Saussurea angustifolia
2013,06MAT,F10,3,2,Sau ang,11.2,Saussurea angustifolia
2013,06MAT,F10,3,3,Sau ang,15.0,Saussurea angustifolia
2013,06MAT,F10,3,4,Sau ang,1.3,Saussurea angustifolia
2013,06MAT,F10,3,5,Sau ang,0.7,Saussurea angustifolia
2013,06MAT,F10,3,6,Sau ang,1.4,Saussurea angustifolia
2013,06MAT,F10,3,7,Sau ang,2.5,Saussurea angustifolia
2013,06MAT,F10,3,8,Sau ang,5.1,Saussurea angustifolia
2020,06MAT,CT,4,3,Sau ang,1.3,Saussurea angustifolia
2020,06MAT,CT,4,4,Sau ang,0.9,Saussurea angustifolia
2018,06MAT,CT,4,1,Sax pun,1.0,Saxifraga punctata
2018,06MAT,CT,4,2,Sax pun,0.5,Saxifraga punctata
2018,06MAT,CT,4,3,Sax pun,1.1,Saxifraga punctata
2018,06MAT,CT,4,4,Sax pun,0.5,Saxifraga punctata
2018,06MAT,CT,4,8,Sax pun,0.5,Saxifraga punctata
2008,06MAT,CT,1,1,St. D. Bet.,1.9,Standing Dead Betula nana
2008,06MAT,CT,1,3,St. D. Bet.,1.7,Standing Dead Betula nana
2008,06MAT,CT,1,4,St. D. Bet.,0.8,Standing Dead Betula nana
2008,06MAT,F5,1,2,St. D. Bet.,1.0,Standing Dead Betula nana
2008,06MAT,F10,1,3,St. D. Bet.,1.0,Standing Dead Betula nana
2008,06MAT,CT,2,1,St. D. Bet.,1.0,Standing Dead Betula nana
2008,06MAT,CT,2,2,St. D. Bet.,0.6,Standing Dead Betula nana
2008,06MAT,CT,2,4,St. D. Bet.,1.8,Standing Dead Betula nana
2008,06MAT,F2,2,1,St. D. Bet.,1.0,Standing Dead Betula nana
2008,06MAT,F10,2,3,St. D. Bet.,0.9,Standing Dead Betula nana
2008,06MAT,CT,3,1,St. D. Bet.,1.0,Standing Dead Betula nana
2008,06MAT,CT,3,2,St. D. Bet.,1.0,Standing Dead Betula nana
2008,06MAT,CT,3,3,St. D. Bet.,0.9,Standing Dead Betula nana
2008,06MAT,F2,3,1,St. D. Bet.,0.9,Standing Dead Betula nana
2008,06MAT,F5,3,1,St. D. Bet.,0.8,Standing Dead Betula nana
2008,06MAT,F5,3,2,St. D. Bet.,0.5,Standing Dead Betula nana
2008,06MAT,F5,3,3,St. D. Bet.,1.1,Standing Dead Betula nana
2008,06MAT,F10,3,2,St. D. Bet.,1.0,Standing Dead Betula nana
2008,06MAT,F10,3,3,St. D. Bet.,0.9,Standing Dead Betula nana
2010,06MAT,CT,1,5,St. D. Bet.,0.4,Standing Dead Betula nana
2010,06MAT,F5,1,2,St. D. Bet.,0.5,Standing Dead Betula nana
2010,06MAT,F5,1,3,St. D. Bet.,1.1,Standing Dead Betula nana
2010,06MAT,F5,1,4,St. D. Bet.,0.5,Standing Dead Betula nana
2010,06MAT,CT,2,3,St. D. Bet.,0.5,Standing Dead Betula nana
2010,06MAT,CT,2,4,St. D. Bet.,0.5,Standing Dead Betula nana
2010,06MAT,CT,2,6,St. D. Bet.,2.1,Standing Dead Betula nana
2010,06MAT,CT,2,7,St. D. Bet.,0.5,Standing Dead Betula nana
2010,06MAT,CT,3,2,St. D. Bet.,1.0,Standing Dead Betula nana
2010,06MAT,CT,3,8,St. D. Bet.,0.9,Standing Dead Betula nana
2010,06MAT,F5,3,1,St. D. Bet.,0.5,Standing Dead Betula nana
2010,06MAT,F5,3,8,St. D. Bet.,1.8,Standing Dead Betula nana
2010,06MAT,F10,3,3,St. D. Bet.,0.5,Standing Dead Betula nana
2012,06MAT,F10,1,1,St. D. Bet.,3.9,Standing Dead Betula nana
2012,06MAT,F10,1,8,St. D. Bet.,6.4,Standing Dead Betula nana
2013,06MAT,F10,2,2,St. D. Bet.,5.6,Standing Dead Betula nana
2013,06MAT,F10,2,3,St. D. Bet.,2.7,Standing Dead Betula nana
2015,06MAT,F10,2,2,St. D. Bet.,5.6,Standing Dead Betula nana
2015,06MAT,F10,2,3,St. D. Bet.,0.6,Standing Dead Betula nana
2015,06MAT,F10,3,4,St. D. Bet.,1.8,Standing Dead Betula nana
2016,06MAT,F5,2,1,St. D. Bet.,4.4,Standing Dead Betula nana
2016,06MAT,F2,3,3,St. D. Bet.,0.9,Standing Dead Betula nana
2016,06MAT,F5,3,5,St. D. Bet.,2.7,Standing Dead Betula nana
2016,06MAT,F5,3,7,St. D. Bet.,1.9,Standing Dead Betula nana
2017,06MAT,F10,1,3,St. D. Bet.,3.5,Standing Dead Betula nana
2017,06MAT,F10,1,8,St. D. Bet.,1.1,Standing Dead Betula nana
2017,06MAT,F10,2,5,St. D. Bet.,0.9,Standing Dead Betula nana
2017,06MAT,F10,2,6,St. D. Bet.,1.1,Standing Dead Betula nana
2017,06MAT,F10,2,7,St. D. Bet.,5.8,Standing Dead Betula nana
2018,06MAT,CT,1,4,St. D. Bet.,0.7,Standing Dead Betula nana
2018,06MAT,CT,1,6,St. D. Bet.,0.9,Standing Dead Betula nana
2018,06MAT,CT,1,8,St. D. Bet.,1.7,Standing Dead Betula nana
2018,06MAT,F5,1,7,St. D. Bet.,1.6,Standing Dead Betula nana
2018,06MAT,F5,1,8,St. D. Bet.,2.1,Standing Dead Betula nana
2018,06MAT,F10,1,1,St. D. Bet.,8.7,Standing Dead Betula nana
2018,06MAT,F10,1,2,St. D. Bet.,8.3,Standing Dead Betula nana
2018,06MAT,F10,1,3,St. D. Bet.,8.3,Standing Dead Betula nana
2018,06MAT,F10,1,4,St. D. Bet.,5.1,Standing Dead Betula nana
2018,06MAT,F10,1,5,St. D. Bet.,1.0,Standing Dead Betula nana
2018,06MAT,F10,1,6,St. D. Bet.,2.6,Standing Dead Betula nana
2018,06MAT,F10,1,7,St. D. Bet.,2.7,Standing Dead Betula nana
2018,06MAT,F10,1,8,St. D. Bet.,1.0,Standing Dead Betula nana
2018,06MAT,F2,2,4,St. D. Bet.,0.7,Standing Dead Betula nana
2018,06MAT,F2,2,6,St. D. Bet.,2.6,Standing Dead Betula nana
2018,06MAT,F10,2,1,St. D. Bet.,1.7,Standing Dead Betula nana
2018,06MAT,F10,2,2,St. D. Bet.,4.5,Standing Dead Betula nana
2018,06MAT,F10,2,3,St. D. Bet.,4.7,Standing Dead Betula nana
2018,06MAT,F10,2,4,St. D. Bet.,3.3,Standing Dead Betula nana
2018,06MAT,F10,2,5,St. D. Bet.,5.9,Standing Dead Betula nana
2018,06MAT,F10,2,6,St. D. Bet.,2.6,Standing Dead Betula nana
2018,06MAT,F10,2,7,St. D. Bet.,1.1,Standing Dead Betula nana
2018,06MAT,F10,2,8,St. D. Bet.,5.1,Standing Dead Betula nana
2018,06MAT,CT,3,1,St. D. Bet.,1.1,Standing Dead Betula nana
2018,06MAT,CT,3,2,St. D. Bet.,5.1,Standing Dead Betula nana
2018,06MAT,F5,3,1,St. D. Bet.,3.3,Standing Dead Betula nana
2018,06MAT,F5,3,2,St. D. Bet.,1.4,Standing Dead Betula nana
2018,06MAT,F5,3,3,St. D. Bet.,6.1,Standing Dead Betula nana
2018,06MAT,F5,3,4,St. D. Bet.,7.8,Standing Dead Betula nana
2018,06MAT,F5,3,5,St. D. Bet.,7.8,Standing Dead Betula nana
2018,06MAT,F5,3,6,St. D. Bet.,5.8,Standing Dead Betula nana
2018,06MAT,F5,3,7,St. D. Bet.,10.8,Standing Dead Betula nana
2018,06MAT,F5,3,8,St. D. Bet.,2.9,Standing Dead Betula nana
2018,06MAT,F10,3,2,St. D. Bet.,7.7,Standing Dead Betula nana
2018,06MAT,F10,3,3,St. D. Bet.,23.0,Standing Dead Betula nana
2018,06MAT,F10,3,4,St. D. Bet.,2.3,Standing Dead Betula nana
2018,06MAT,F10,3,5,St. D. Bet.,12.8,Standing Dead Betula nana
2018,06MAT,F10,3,6,St. D. Bet.,14.3,Standing Dead Betula nana
2018,06MAT,F10,3,7,St. D. Bet.,2.6,Standing Dead Betula nana
2019,06MAT,CT,1,4,St. D. Bet.,0.5,Standing Dead Betula nana
2019,06MAT,F2,1,3,St. D. Bet.,14.3,Standing Dead Betula nana
2019,06MAT,F5,1,2,St. D. Bet.,0.8,Standing Dead Betula nana
2019,06MAT,F5,1,6,St. D. Bet.,1.9,Standing Dead Betula nana
2019,06MAT,F5,1,7,St. D. Bet.,0.8,Standing Dead Betula nana
2019,06MAT,F5,1,8,St. D. Bet.,1.4,Standing Dead Betula nana
2019,06MAT,F10,1,1,St. D. Bet.,9.0,Standing Dead Betula nana
2019,06MAT,F10,1,2,St. D. Bet.,3.4,Standing Dead Betula nana
2019,06MAT,F10,1,3,St. D. Bet.,10.3,Standing Dead Betula nana
2019,06MAT,F10,1,4,St. D. Bet.,5.8,Standing Dead Betula nana
2019,06MAT,F10,1,6,St. D. Bet.,1.4,Standing Dead Betula nana
2019,06MAT,F10,1,7,St. D. Bet.,1.9,Standing Dead Betula nana
2019,06MAT,F10,1,8,St. D. Bet.,3.0,Standing Dead Betula nana
2019,06MAT,CT,2,1,St. D. Bet.,1.4,Standing Dead Betula nana
2019,06MAT,CT,2,2,St. D. Bet.,0.7,Standing Dead Betula nana
2019,06MAT,CT,2,3,St. D. Bet.,0.5,Standing Dead Betula nana
2019,06MAT,CT,2,5,St. D. Bet.,0.9,Standing Dead Betula nana
2019,06MAT,CT,2,8,St. D. Bet.,1.4,Standing Dead Betula nana
2019,06MAT,F2,2,1,St. D. Bet.,0.7,Standing Dead Betula nana
2019,06MAT,F2,2,2,St. D. Bet.,0.6,Standing Dead Betula nana
2019,06MAT,F2,2,3,St. D. Bet.,0.7,Standing Dead Betula nana
2019,06MAT,F2,2,4,St. D. Bet.,1.1,Standing Dead Betula nana
2019,06MAT,F2,2,5,St. D. Bet.,0.6,Standing Dead Betula nana
2019,06MAT,F2,2,6,St. D. Bet.,0.5,Standing Dead Betula nana
2019,06MAT,F2,2,7,St. D. Bet.,1.0,Standing Dead Betula nana
2019,06MAT,F2,2,8,St. D. Bet.,0.5,Standing Dead Betula nana
2019,06MAT,F10,2,2,St. D. Bet.,2.8,Standing Dead Betula nana
2019,06MAT,F10,2,3,St. D. Bet.,2.9,Standing Dead Betula nana
2019,06MAT,F10,2,4,St. D. Bet.,2.4,Standing Dead Betula nana
2019,06MAT,F10,2,5,St. D. Bet.,2.3,Standing Dead Betula nana
2019,06MAT,F10,2,6,St. D. Bet.,0.9,Standing Dead Betula nana
2019,06MAT,F10,2,7,St. D. Bet.,4.3,Standing Dead Betula nana
2019,06MAT,CT,3,1,St. D. Bet.,2.4,Standing Dead Betula nana
2019,06MAT,CT,3,3,St. D. Bet.,0.6,Standing Dead Betula nana
2019,06MAT,CT,3,8,St. D. Bet.,0.6,Standing Dead Betula nana
2019,06MAT,F2,3,4,St. D. Bet.,0.7,Standing Dead Betula nana
2019,06MAT,F2,3,6,St. D. Bet.,0.5,Standing Dead Betula nana
2019,06MAT,F2,3,8,St. D. Bet.,0.7,Standing Dead Betula nana
2019,06MAT,F5,3,1,St. D. Bet.,1.3,Standing Dead Betula nana
2019,06MAT,F5,3,5,St. D. Bet.,11.4,Standing Dead Betula nana
2019,06MAT,F5,3,6,St. D. Bet.,5.7,Standing Dead Betula nana
2019,06MAT,F5,3,7,St. D. Bet.,0.6,Standing Dead Betula nana
2019,06MAT,F5,3,8,St. D. Bet.,5.6,Standing Dead Betula nana
2019,06MAT,F10,3,1,St. D. Bet.,2.7,Standing Dead Betula nana
2019,06MAT,F10,3,2,St. D. Bet.,16.9,Standing Dead Betula nana
2019,06MAT,F10,3,3,St. D. Bet.,24.9,Standing Dead Betula nana
2019,06MAT,F10,3,4,St. D. Bet.,5.3,Standing Dead Betula nana
2019,06MAT,F10,3,5,St. D. Bet.,12.8,Standing Dead Betula nana
2019,06MAT,F10,3,6,St. D. Bet.,18.1,Standing Dead Betula nana
2019,06MAT,F10,3,7,St. D. Bet.,11.1,Standing Dead Betula nana
2019,06MAT,F10,3,8,St. D. Bet.,1.1,Standing Dead Betula nana
2020,06MAT,F10,1,1,St. D. Bet.,5.1,Standing Dead Betula nana
2020,06MAT,F10,1,2,St. D. Bet.,3.0,Standing Dead Betula nana
2020,06MAT,F10,2,1,St. D. Bet.,0.8,Standing Dead Betula nana
2020,06MAT,F10,2,4,St. D. Bet.,1.3,Standing Dead Betula nana
2020,06MAT,F5,3,5,St. D. Bet.,4.4,Standing Dead Betula nana
2020,06MAT,F10,3,1,St. D. Bet.,15.9,Standing Dead Betula nana
2020,06MAT,F10,3,2,St. D. Bet.,10.0,Standing Dead Betula nana
2020,06MAT,F10,3,3,St. D. Bet.,1.4,Standing Dead Betula nana
2020,06MAT,F10,3,4,St. D. Bet.,1.4,Standing Dead Betula nana
2020,06MAT,F10,3,5,St. D. Bet.,1.1,Standing Dead Betula nana
2019,06MAT,F2,1,4,St. D. Led Pal,3.5,Standing dead Ledum palustre
2010,06MAT,CT,2,8,St. D. Sal,0.5,Standing Dead Salix
2010,06MAT,CT,3,1,St. D. Sal,0.9,Standing Dead Salix
2010,06MAT,CT,3,5,St. D. Sal,0.5,Standing Dead Salix
2008,06MAT,F2,2,1,St. D. Sal pul,1.0,Standing Dead Salix
2008,06MAT,F2,2,3,St. D. Sal pul,2.0,Standing Dead Salix
2008,06MAT,F10,2,4,St. D. Sal pul,0.8,Standing Dead Salix
2008,06MAT,CT,3,2,St. D. Sal pul,2.0,Standing Dead Salix
2008,06MAT,CT,3,3,St. D. Sal pul,1.9,Standing Dead Salix
2008,06MAT,CT,3,4,St. D. Sal pul,1.0,Standing Dead Salix
2008,06MAT,F2,3,4,St. D. Sal pul,1.0,Standing Dead Salix
2008,06MAT,F5,3,1,St. D. Sal pul,0.8,Standing Dead Salix
2008,06MAT,F5,3,2,St. D. Sal pul,1.0,Standing Dead Salix
2008,06MAT,F5,3,4,St. D. Sal pul,0.9,Standing Dead Salix
2011,06MAT,F5,3,8,St. D. Sal pul,1.3,Standing Dead Salix
2010,06MAT,F10,3,8,Ste edw,0.5,Stellaria edwardsi
2011,06MAT,F5,3,8,Ste edw,1.3,Stellaria edwardsi
2011,06MAT,F10,3,3,Ste edw,0.7,Stellaria edwardsi
2011,06MAT,F10,3,8,Ste edw,0.5,Stellaria edwardsi
2017,06MAT,F10,3,1,Ste edw,0.5,Stellaria edwardsi
2017,06MAT,F10,3,8,Ste edw,1.1,Stellaria edwardsi
2018,06MAT,CT,4,3,Ste edw,0.6,Stellaria edwardsi
2012,06MAT,F5,3,8,Ste lon,0.9,Stellaria longipes
2012,06MAT,F10,3,3,Ste lon,0.8,Stellaria longipes
2016,06MAT,F10,3,1,Ste sp.,0.9,Stellaria species
2018,06MAT,CT,4,7,Tof coc,1.9,Tofieldia coccinea
2015,06MAT,F2,3,1,Tof sp.,0.8,Tofieldia species
2008,06MAT,CT,1,1,Vac uli,5.7,Vaccinium uliginosum
2008,06MAT,CT,1,3,Vac uli,0.9,Vaccinium uliginosum
2008,06MAT,CT,1,4,Vac uli,10.6,Vaccinium uliginosum
2008,06MAT,F2,1,1,Vac uli,0.4,Vaccinium uliginosum
2008,06MAT,F2,1,2,Vac uli,0.9,Vaccinium uliginosum
2008,06MAT,F2,1,3,Vac uli,0.9,Vaccinium uliginosum
2008,06MAT,F2,1,4,Vac uli,7.1,Vaccinium uliginosum
2008,06MAT,F5,1,1,Vac uli,4.4,Vaccinium uliginosum
2008,06MAT,F5,1,3,Vac uli,2.2,Vaccinium uliginosum
2008,06MAT,F5,1,4,Vac uli,7.4,Vaccinium uliginosum
2008,06MAT,CT,2,3,Vac uli,2.5,Vaccinium uliginosum
2008,06MAT,CT,2,4,Vac uli,1.8,Vaccinium uliginosum
2008,06MAT,F2,2,1,Vac uli,2.9,Vaccinium uliginosum
2008,06MAT,F2,2,2,Vac uli,0.9,Vaccinium uliginosum
2008,06MAT,F2,2,3,Vac uli,1.0,Vaccinium uliginosum
2008,06MAT,F2,2,4,Vac uli,0.5,Vaccinium uliginosum
2008,06MAT,F5,2,3,Vac uli,8.7,Vaccinium uliginosum
2008,06MAT,F5,2,4,Vac uli,3.1,Vaccinium uliginosum
2008,06MAT,F10,2,1,Vac uli,5.4,Vaccinium uliginosum
2008,06MAT,F10,2,2,Vac uli,2.1,Vaccinium uliginosum
2008,06MAT,F10,2,3,Vac uli,6.0,Vaccinium uliginosum
2008,06MAT,F10,2,4,Vac uli,3.1,Vaccinium uliginosum
2008,06MAT,CT,3,1,Vac uli,1.0,Vaccinium uliginosum
2008,06MAT,CT,3,2,Vac uli,3.0,Vaccinium uliginosum
2008,06MAT,CT,3,3,Vac uli,2.8,Vaccinium uliginosum
2008,06MAT,F2,3,1,Vac uli,4.6,Vaccinium uliginosum
2008,06MAT,F2,3,3,Vac uli,6.9,Vaccinium uliginosum
2008,06MAT,F2,3,4,Vac uli,4.8,Vaccinium uliginosum
2008,06MAT,F5,3,3,Vac uli,1.1,Vaccinium uliginosum
2008,06MAT,F5,3,4,Vac uli,5.5,Vaccinium uliginosum
2008,06MAT,F10,3,1,Vac uli,4.8,Vaccinium uliginosum
2008,06MAT,F10,3,2,Vac uli,7.9,Vaccinium uliginosum
2008,06MAT,F10,3,3,Vac uli,8.5,Vaccinium uliginosum
2008,06MAT,F10,3,4,Vac uli,4.8,Vaccinium uliginosum
2010,06MAT,CT,1,1,Vac uli,10.8,Vaccinium uliginosum
2010,06MAT,CT,1,2,Vac uli,5.9,Vaccinium uliginosum
2010,06MAT,CT,1,4,Vac uli,0.9,Vaccinium uliginosum
2010,06MAT,CT,1,5,Vac uli,4.8,Vaccinium uliginosum
2010,06MAT,CT,1,6,Vac uli,6.2,Vaccinium uliginosum
2010,06MAT,CT,1,7,Vac uli,11.8,Vaccinium uliginosum
2010,06MAT,CT,1,8,Vac uli,4.6,Vaccinium uliginosum
2010,06MAT,F5,1,1,Vac uli,1.7,Vaccinium uliginosum
2010,06MAT,F5,1,2,Vac uli,3.2,Vaccinium uliginosum
2010,06MAT,F5,1,3,Vac uli,2.1,Vaccinium uliginosum
2010,06MAT,F5,1,4,Vac uli,1.1,Vaccinium uliginosum
2010,06MAT,F5,1,5,Vac uli,1.1,Vaccinium uliginosum
2010,06MAT,F10,1,1,Vac uli,4.0,Vaccinium uliginosum
2010,06MAT,F10,1,2,Vac uli,8.5,Vaccinium uliginosum
2010,06MAT,F10,1,3,Vac uli,1.0,Vaccinium uliginosum
2010,06MAT,F10,1,6,Vac uli,1.1,Vaccinium uliginosum
2010,06MAT,CT,2,1,Vac uli,2.8,Vaccinium uliginosum
2010,06MAT,CT,2,2,Vac uli,4.7,Vaccinium uliginosum
2010,06MAT,CT,2,3,Vac uli,3.6,Vaccinium uliginosum
2010,06MAT,CT,2,5,Vac uli,0.9,Vaccinium uliginosum
2010,06MAT,CT,2,6,Vac uli,3.2,Vaccinium uliginosum
2010,06MAT,CT,2,7,Vac uli,1.0,Vaccinium uliginosum
2010,06MAT,CT,2,8,Vac uli,0.9,Vaccinium uliginosum
2010,06MAT,F5,2,2,Vac uli,1.2,Vaccinium uliginosum
2010,06MAT,F10,2,1,Vac uli,5.7,Vaccinium uliginosum
2010,06MAT,F10,2,2,Vac uli,4.7,Vaccinium uliginosum
2010,06MAT,F10,2,3,Vac uli,0.5,Vaccinium uliginosum
2010,06MAT,F10,2,7,Vac uli,2.7,Vaccinium uliginosum
2010,06MAT,F10,2,8,Vac uli,1.1,Vaccinium uliginosum
2010,06MAT,CT,3,1,Vac uli,0.9,Vaccinium uliginosum
2010,06MAT,CT,3,2,Vac uli,2.0,Vaccinium uliginosum
2010,06MAT,CT,3,3,Vac uli,9.1,Vaccinium uliginosum
2010,06MAT,CT,3,5,Vac uli,6.4,Vaccinium uliginosum
2010,06MAT,CT,3,6,Vac uli,3.8,Vaccinium uliginosum
2010,06MAT,CT,3,7,Vac uli,5.6,Vaccinium uliginosum
2010,06MAT,CT,3,8,Vac uli,0.9,Vaccinium uliginosum
2010,06MAT,F5,3,1,Vac uli,4.2,Vaccinium uliginosum
2010,06MAT,F5,3,2,Vac uli,1.9,Vaccinium uliginosum
2010,06MAT,F5,3,3,Vac uli,2.5,Vaccinium uliginosum
2010,06MAT,F5,3,4,Vac uli,2.1,Vaccinium uliginosum
2010,06MAT,F5,3,5,Vac uli,1.1,Vaccinium uliginosum
2010,06MAT,F5,3,6,Vac uli,3.1,Vaccinium uliginosum
2010,06MAT,F5,3,7,Vac uli,0.9,Vaccinium uliginosum
2010,06MAT,F10,3,1,Vac uli,11.1,Vaccinium uliginosum
2010,06MAT,F10,3,2,Vac uli,9.6,Vaccinium uliginosum
2010,06MAT,F10,3,3,Vac uli,9.0,Vaccinium uliginosum
2010,06MAT,F10,3,4,Vac uli,7.3,Vaccinium uliginosum
2010,06MAT,F10,3,5,Vac uli,5.5,Vaccinium uliginosum
2010,06MAT,F10,3,6,Vac uli,7.3,Vaccinium uliginosum
2010,06MAT,F10,3,7,Vac uli,10.4,Vaccinium uliginosum
2010,06MAT,F10,3,8,Vac uli,7.5,Vaccinium uliginosum
2011,06MAT,CT,1,1,Vac uli,5.7,Vaccinium uliginosum
2011,06MAT,CT,1,2,Vac uli,2.7,Vaccinium uliginosum
2011,06MAT,CT,1,5,Vac uli,1.4,Vaccinium uliginosum
2011,06MAT,CT,1,6,Vac uli,3.4,Vaccinium uliginosum
2011,06MAT,CT,1,7,Vac uli,3.4,Vaccinium uliginosum
2011,06MAT,CT,1,8,Vac uli,1.6,Vaccinium uliginosum
2011,06MAT,F5,1,1,Vac uli,2.2,Vaccinium uliginosum
2011,06MAT,F5,1,2,Vac uli,0.8,Vaccinium uliginosum
2011,06MAT,F5,1,3,Vac uli,0.7,Vaccinium uliginosum
2011,06MAT,F10,1,1,Vac uli,3.4,Vaccinium uliginosum
2011,06MAT,CT,2,1,Vac uli,0.8,Vaccinium uliginosum
2011,06MAT,CT,2,2,Vac uli,1.5,Vaccinium uliginosum
2011,06MAT,CT,2,3,Vac uli,0.7,Vaccinium uliginosum
2011,06MAT,CT,2,6,Vac uli,0.8,Vaccinium uliginosum
2011,06MAT,CT,2,7,Vac uli,0.7,Vaccinium uliginosum
2011,06MAT,F5,2,1,Vac uli,10.5,Vaccinium uliginosum
2011,06MAT,F5,2,2,Vac uli,3.5,Vaccinium uliginosum
2011,06MAT,F5,2,3,Vac uli,0.8,Vaccinium uliginosum
2011,06MAT,F10,2,1,Vac uli,2.1,Vaccinium uliginosum
2011,06MAT,F10,2,2,Vac uli,0.6,Vaccinium uliginosum
2011,06MAT,F10,2,3,Vac uli,1.2,Vaccinium uliginosum
2011,06MAT,F10,2,7,Vac uli,0.6,Vaccinium uliginosum
2011,06MAT,F10,2,8,Vac uli,0.6,Vaccinium uliginosum
2011,06MAT,CT,3,3,Vac uli,2.5,Vaccinium uliginosum
2011,06MAT,CT,3,4,Vac uli,2.5,Vaccinium uliginosum
2011,06MAT,CT,3,6,Vac uli,0.9,Vaccinium uliginosum
2011,06MAT,CT,3,8,Vac uli,1.7,Vaccinium uliginosum
2011,06MAT,F5,3,2,Vac uli,1.5,Vaccinium uliginosum
2011,06MAT,F5,3,3,Vac uli,0.6,Vaccinium uliginosum
2011,06MAT,F5,3,4,Vac uli,0.7,Vaccinium uliginosum
2011,06MAT,F5,3,5,Vac uli,0.8,Vaccinium uliginosum
2011,06MAT,F5,3,6,Vac uli,0.8,Vaccinium uliginosum
2011,06MAT,F5,3,7,Vac uli,0.6,Vaccinium uliginosum
2011,06MAT,F10,3,1,Vac uli,6.7,Vaccinium uliginosum
2011,06MAT,F10,3,2,Vac uli,2.9,Vaccinium uliginosum
2011,06MAT,F10,3,3,Vac uli,2.7,Vaccinium uliginosum
2011,06MAT,F10,3,4,Vac uli,0.6,Vaccinium uliginosum
2011,06MAT,F10,3,5,Vac uli,0.7,Vaccinium uliginosum
2011,06MAT,F10,3,6,Vac uli,4.7,Vaccinium uliginosum
2011,06MAT,F10,3,7,Vac uli,1.2,Vaccinium uliginosum
2011,06MAT,F10,3,8,Vac uli,0.5,Vaccinium uliginosum
2012,06MAT,CT,1,1,Vac uli,5.6,Vaccinium uliginosum
2012,06MAT,CT,1,2,Vac uli,0.9,Vaccinium uliginosum
2012,06MAT,CT,1,5,Vac uli,1.6,Vaccinium uliginosum
2012,06MAT,CT,1,6,Vac uli,3.4,Vaccinium uliginosum
2012,06MAT,CT,1,7,Vac uli,4.5,Vaccinium uliginosum
2012,06MAT,CT,1,8,Vac uli,5.0,Vaccinium uliginosum
2012,06MAT,F2,1,1,Vac uli,3.0,Vaccinium uliginosum
2012,06MAT,F2,1,3,Vac uli,4.8,Vaccinium uliginosum
2012,06MAT,F2,1,4,Vac uli,4.9,Vaccinium uliginosum
2012,06MAT,F2,1,5,Vac uli,5.8,Vaccinium uliginosum
2012,06MAT,F2,1,6,Vac uli,0.6,Vaccinium uliginosum
2012,06MAT,F5,1,1,Vac uli,0.9,Vaccinium uliginosum
2012,06MAT,F5,1,2,Vac uli,1.0,Vaccinium uliginosum
2012,06MAT,F5,1,3,Vac uli,0.8,Vaccinium uliginosum
2012,06MAT,F10,1,2,Vac uli,3.1,Vaccinium uliginosum
2012,06MAT,CT,2,1,Vac uli,0.7,Vaccinium uliginosum
2012,06MAT,CT,2,2,Vac uli,5.5,Vaccinium uliginosum
2012,06MAT,CT,2,3,Vac uli,1.4,Vaccinium uliginosum
2012,06MAT,CT,2,5,Vac uli,0.7,Vaccinium uliginosum
2012,06MAT,CT,2,6,Vac uli,1.7,Vaccinium uliginosum
2012,06MAT,F2,2,1,Vac uli,2.1,Vaccinium uliginosum
2012,06MAT,F2,2,3,Vac uli,2.6,Vaccinium uliginosum
2012,06MAT,F2,2,5,Vac uli,2.6,Vaccinium uliginosum
2012,06MAT,F10,2,1,Vac uli,1.1,Vaccinium uliginosum
2012,06MAT,F10,2,2,Vac uli,1.0,Vaccinium uliginosum
2012,06MAT,CT,3,1,Vac uli,2.2,Vaccinium uliginosum
2012,06MAT,CT,3,3,Vac uli,4.2,Vaccinium uliginosum
2012,06MAT,CT,3,4,Vac uli,4.1,Vaccinium uliginosum
2012,06MAT,F2,3,1,Vac uli,3.4,Vaccinium uliginosum
2012,06MAT,F2,3,2,Vac uli,1.4,Vaccinium uliginosum
2012,06MAT,F2,3,3,Vac uli,0.8,Vaccinium uliginosum
2012,06MAT,F2,3,4,Vac uli,5.8,Vaccinium uliginosum
2012,06MAT,F2,3,5,Vac uli,1.8,Vaccinium uliginosum
2012,06MAT,F2,3,6,Vac uli,4.6,Vaccinium uliginosum
2012,06MAT,F2,3,7,Vac uli,1.3,Vaccinium uliginosum
2012,06MAT,F5,3,1,Vac uli,0.8,Vaccinium uliginosum
2012,06MAT,F5,3,2,Vac uli,1.7,Vaccinium uliginosum
2012,06MAT,F5,3,4,Vac uli,1.1,Vaccinium uliginosum
2012,06MAT,F5,3,5,Vac uli,3.1,Vaccinium uliginosum
